Java;1;2;4;5;6;7;8;9;10;11;13;14;15;16;17;18;20;21;22;23;24;25;26;27;28;29;30;31;32;34;35;36;37;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;62;63;64;66;67;68;69;70;71;72;73;75;76;77;78;81;82;83;84;86;87;88;89;90;92;93;
Java_1;1;2;4;5;6;7;8;9;10;11;13;14;15;16;17;18;20;21;22;23;24;25;26;27;28;29;30;31;32;34;35;36;37;41;42;43;44;45;46;
Java_2;47;48;49;50;51;52;53;54;55;56;57;58;59;62;63;64;66;67;68;69;70;71;72;73;75;76;77;78;81;82;83;84;86;87;88;89;90;92;93;
GenieLogiciel;1;4;5;7;8;10;11;12;13;14;15;16;17;18;19;20;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;40;41;42;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;62;63;64;66;67;68;69;70;71;72;73;77;78;81;82;83;84;86;87;88;89;92;
GenieLogiciel_1;1;4;5;7;8;10;11;12;13;14;15;16;17;18;19;20;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;40;41;42;44;45;46;
GenieLogiciel_2;47;48;49;50;51;52;53;54;55;56;57;58;59;60;62;63;64;66;67;68;69;70;71;72;73;77;78;81;82;83;84;86;87;88;89;92;
CalculDistribue;1;2;4;5;6;7;8;10;11;13;14;15;16;17;18;20;22;23;25;26;27;28;29;30;31;32;34;35;36;40;41;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;61;62;63;64;66;67;68;69;70;71;72;73;77;78;80;81;82;83;84;86;87;88;89;92;
CalculDistribue_1;1;2;4;5;6;7;8;10;11;13;14;15;16;17;18;20;22;23;25;26;27;28;29;30;31;32;34;35;36;40;41;43;44;45;46;47;
CalculDistribue_2;48;49;50;51;52;53;54;55;56;57;58;59;61;62;63;64;66;67;68;69;70;71;72;73;77;78;80;81;82;83;84;86;87;88;89;92;
Finance;1;2;3;4;5;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;34;35;36;38;39;41;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;68;69;70;71;72;73;74;76;77;78;79;81;82;83;84;85;86;87;88;89;91;92;
IA;1;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;
IA_1;1;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;
IA_2;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;
IA_3;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;
TheorieDecision;2;3;6;8;9;12;15;18;19;21;23;24;27;30;33;34;37;38;39;40;42;43;45;48;49;50;51;53;54;60;61;62;65;68;70;71;72;74;75;76;79;80;82;84;85;88;89;90;91;93;
TheorieDecision_1;2;3;6;8;9;12;15;18;19;21;23;24;27;30;33;34;37;38;39;40;42;43;45;48;49;
TheorieDecision_2;50;51;53;54;60;61;62;65;68;70;71;72;74;75;76;79;80;82;84;85;88;89;90;91;93;
Graphes;2;3;6;9;12;16;19;21;24;30;33;37;38;39;40;42;43;45;60;61;65;74;75;76;78;79;80;85;90;91;93;
Graphes_1;2;3;6;9;12;16;19;21;24;30;33;37;38;39;40;42;43;45;60;61;65;74;75;76;78;79;80;85;90;91;93;
ProgrammationLineaire;3;5;6;9;12;19;21;24;30;33;37;38;39;40;42;43;47;59;60;61;63;65;74;75;76;79;80;85;90;91;93;
ProgrammationLineaire_1;3;5;6;9;12;19;21;24;30;33;37;38;39;40;42;43;47;59;60;61;63;65;74;75;76;79;80;85;90;91;93;
LV2Allemand;5;8;10;21;25;26;36;40;51;75;77;93;
LV2Allemand_1;5;8;10;21;25;26;
LV2Allemand_2;36;40;51;75;77;93;
LV2Espagnol;1;3;4;6;7;9;11;12;13;14;15;16;17;18;19;20;22;23;24;27;28;29;30;31;32;33;34;35;37;38;39;41;42;43;44;45;46;47;48;49;50;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;73;74;76;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;
LV2Espagnol_1;1;3;4;6;7;9;11;12;13;14;15;16;17;18;19;20;22;23;24;27;28;29;30;31;32;33;34;
LV2Espagnol_2;35;37;38;39;41;42;43;44;45;46;47;48;49;50;52;53;54;55;56;57;58;59;60;61;62;63;64;
LV2Espagnol_3;65;66;67;68;69;70;71;73;74;76;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;
Anglais;1;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;
Anglais_1;1;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;
Anglais_2;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;
Anglais_3;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;
Communication;1;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;
Communication_1;1;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;
Communication_2;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;
